objectid,bevoegd_gezag_nummer,brin_nummer,vestigingsnummer,vestigingsnaam,denominatie,straatnaam,huisnummer_toevoeging,pc6,plaatsnaam,gem_code,gemeentenaam,provincie,ggd,internetadres,xcoord,ycoord,geocod,opmerking_geocode,leerlingen,lftd_3_jaar,lftd_4_jaar,lftd_5_jaar,lftd_6_jaar,lftd_7_jaar,lftd_8_jaar,lftd_9_jaar,lftd_10_jaar,lftd_11_jaar,lftd_12_jaar,lftd_13_jaar,lftd_14_jaar
5948,40508,12PI,12PI00,Christelijke Basisschool de Duinroos,Protestants-Christelijk,Prinses Irenelaan,49,2224XA,KATWIJK ZH,537,KATWIJK,Zuid-Holland,GGD Hollands-Midden,www.duinrooskatwijk.nl,88280,467921,pc6hnrgeentoev,,445,0,55,63,53,59,52,49,55,51,8,0,0
5949,40508,12PI,12PI02,Christelijke Basisschool de Duinroos,Protestants-Christelijk,Asterstraat,49,2223VG,KATWIJK ZH,537,KATWIJK,Zuid-Holland,GGD Hollands-Midden,www.duinrooskatwijk.nl,88986,466939,pc6hnrgeentoev,,164,0,19,12,17,28,16,22,28,17,5,0,0
5950,40508,13CU,13CU00,W. van Veenschool,Protestants-Christelijk,Huetingstraat,17,2223BM,KATWIJK ZH,537,KATWIJK,Zuid-Holland,GGD Hollands-Midden,www.willemvanveen.nl,89069,467633,pc6hnrgeentoev,,212,0,33,27,29,29,21,21,24,22,6,0,0
5951,40508,13ID,13ID00,Sjaloomschool,Protestants-Christelijk,Stadhoudersdreef,65,2224BP,KATWIJK ZH,537,KATWIJK,Zuid-Holland,GGD Hollands-Midden,www.sjaloomschool.nl,88808,468339,pc6hnrgeentoev,,166,0,28,11,21,20,17,25,26,16,2,0,0
5952,40530,06RA,06RA00,Christelijke Basisschool Oranje Nassau,Protestants-Christelijk,Buitendorpstraat,1,2471AW,ZWAMMERDAM,484,ALPHEN AAN DEN RIJN,Zuid-Holland,GGD Hollands-Midden,www.oranjenassau.scopescholen.nl,109650,457764,pc6hnrgeentoev,,126,0,9,15,11,19,15,21,20,12,4,0,0
5953,40530,15BG,15BG00,Basisschool de Rank,Protestants-Christelijk,Lauraplein,1,2406BB,ALPHEN AAN DEN RIJN,484,ALPHEN AAN DEN RIJN,Zuid-Holland,GGD Hollands-Midden,www.derank.scopescholen.nl,105737,460260,pc6hnrgeentoev,,398,0,66,63,52,43,49,42,30,49,4,0,0
5954,40530,15GL,15GL00,Protestants Christelijke Basisschool Groen van Prinsterer,Protestants-Christelijk,Jan Nieuwenhuijzenstraat,26,2405VG,ALPHEN AAN DEN RIJN,484,ALPHEN AAN DEN RIJN,Zuid-Holland,GGD Hollands-Midden,www.gvprinsterer.scopescholen.nl,105166,461271,pc6hnrgeentoev,,120,0,14,13,17,17,14,17,16,11,1,0,0
5955,40530,15JS,15JS00,Protestants Christelijke Basisschool Samen Op Weg,Protestants-Christelijk,Jan Pieterszoon Coenlaan,1-B,2404AL,ALPHEN AAN DEN RIJN,484,ALPHEN AAN DEN RIJN,Zuid-Holland,GGD Hollands-Midden,www.samenopweg.scopescholen.nl,104731,461031,pc6hnrtoev,,138,0,21,23,12,14,8,19,13,18,8,2,0
5956,40530,15OU,15OU00,Protestants Christelijke Basisschool De Windroos,Protestants-Christelijk,Zaalbergstraat,1,2405XA,ALPHEN AAN DEN RIJN,484,ALPHEN AAN DEN RIJN,Zuid-Holland,GGD Hollands-Midden,www.dewindroos.scopescholen.nl,105329,459802,pc6hnrgeentoev,,231,0,25,27,21,23,29,28,26,36,16,0,0
5957,40530,15YB,15YB00,Protestants Christelijke Basisschool JP Sweelinck,Protestants-Christelijk,Groenoord,247,2401AR,ALPHEN AAN DEN RIJN,484,ALPHEN AAN DEN RIJN,Zuid-Holland,GGD Hollands-Midden,www.jpsweelinck.scopescholen.nl,104917,461993,pc6hnrgeentoev,,210,0,25,30,23,22,25,28,31,21,5,0,0
5958,40530,16AA,16AA00,Protestants Christelijke Basisschool De Stromen,Protestants-Christelijk,Lupinesingel,11,2403CM,ALPHEN AAN DEN RIJN,484,ALPHEN AAN DEN RIJN,Zuid-Holland,GGD Hollands-Midden,www.destromen.scopescholen.nl,106597,462185,pc6,,320,0,36,47,30,46,35,34,26,50,15,1,0
5959,40530,16AA,16AA03,Protestants Christelijke Basisschool De Viergang,Protestants-Christelijk,Jacob van Damstraat,24,2445AE,AARLANDERVEEN,484,ALPHEN AAN DEN RIJN,Zuid-Holland,GGD Hollands-Midden,www.deviergang.scopescholen.nl,109638,461341,pc6hnrgeentoev,,73,0,11,7,8,6,5,11,11,13,1,0,0
5960,40530,16DD,16DD00,Protestants Christelijke Basisschool De Mare,Protestants-Christelijk,Schelfhorst,2,2402LG,ALPHEN AAN DEN RIJN,484,ALPHEN AAN DEN RIJN,Zuid-Holland,GGD Hollands-Midden,www.demare.scopescholen.nl,105826,462555,pc6hnrgeentoev,,327,0,37,39,47,34,42,46,35,35,11,1,0
5961,40530,16EN,16EN00,Protestants Christelijke Basisschool Het Baken,Protestants-Christelijk,Klepperman,1,2401GH,ALPHEN AAN DEN RIJN,484,ALPHEN AAN DEN RIJN,Zuid-Holland,GGD Hollands-Midden,www.hetbaken.scopescholen.nl,104900,463184,pc6hnrgeentoev,,201,0,32,30,23,29,15,25,19,23,5,0,0
5962,40530,23RH,23RH00,Protestants Christelijke Basisschool de Fontein,Protestants-Christelijk,De Oude Wereld,52,2408JV,ALPHEN AAN DEN RIJN,484,ALPHEN AAN DEN RIJN,Zuid-Holland,GGD Hollands-Midden,www.defontein.scopescholen.nl,104494,459430,pc6hnrgeentoev,,310,0,28,33,28,29,46,42,53,42,9,0,0
5963,40530,27LW,27LW00,Protestants Christelijke Basisschool De Fontein II,Protestants-Christelijk,Vroonhoevelaan,10 -12,2408ST,ALPHEN AAN DEN RIJN,484,ALPHEN AAN DEN RIJN,Zuid-Holland,GGD Hollands-Midden,www.defontein.scopescholen.nl,104039,459206,pc6hnr,,477,0,51,37,40,47,64,87,74,67,10,0,0
5964,40535,04SG,04SG00,Oranje Nassau-School,Reformatorisch,Bilwijkerweg,6-A,2821SB,STOLWIJK,623,VLIST,Zuid-Holland,GGD Hollands-Midden,www.ons-stolwijk.nl,112609,443317,pc6hnr,,206,0,30,18,25,33,25,25,25,25,0,0,0
5965,40540,11XA,11XA00,Het Kompas,Protestants-Christelijk,Sint Nicolaespad,2,2253AJ,VOORSCHOTEN,626,VOORSCHOTEN,Zuid-Holland,GGD Hollands-Midden,www.kompas.pcsv.nl,91567,461490,pc6hnrgeentoev,,365,0,41,37,48,38,40,49,57,44,11,0,0
5966,40540,12PG,12PG00,Dominee Fortgensschool,Protestants-Christelijk,van Beethovenlaan,10-a,2253BE,VOORSCHOTEN,626,VOORSCHOTEN,Zuid-Holland,GGD Hollands-Midden,www.fortgens.pcsv.nl,90985,460873,pc6hnr,,228,0,30,28,24,30,31,26,28,29,2,0,0
5967,40540,12WU,12WU00,Gevers Deynootschool,Protestants-Christelijk,Burg Van der Haarplein,7,2251CT,VOORSCHOTEN,626,VOORSCHOTEN,Zuid-Holland,GGD Hollands-Midden,www.gevers.pcsv.nl,90514,459738,pc6hnrgeentoev,,225,0,26,34,26,32,29,26,27,24,1,0,0
5968,40653,17MJ,17MJ00,De Springplank,Protestants-Christelijk,Sumatrastraat,195,2315BD,LEIDEN,546,LEIDEN,Zuid-Holland,GGD Hollands-Midden,www.springplank.pcsl.nl,95157,464648,pc6hnrgeentoev,,350,0,56,45,38,46,44,44,41,29,7,0,0
5969,40653,17MJ,17MJ01,De Leidse Houtschool,Protestants-Christelijk,Adriaan Pauwstraat,1,2334CG,LEIDEN,546,LEIDEN,Zuid-Holland,GGD Hollands-Midden,                                                                                ,92714,465380,pc6hnrgeentoev,,192,0,22,21,29,20,24,27,29,17,3,0,0
5970,40653,17MY,17MY00,Roomburg,Protestants-Christelijk,Van Vollenhovenkade,15,2313GG,LEIDEN,546,LEIDEN,Zuid-Holland,GGD Hollands-Midden,www.roomburg.pcsl.nl,94590,462675,pc6hnrgeentoev,,220,0,27,24,20,24,28,28,36,27,6,0,0
5971,40653,17NV,17NV00,Zylwyk,Protestants-Christelijk,Schaduwpad,1,2317VX,LEIDEN,546,LEIDEN,Zuid-Holland,GGD Hollands-Midden,www.zijlwijk.pcsl.nl,95352,466044,pc6,,363,0,29,54,47,47,53,42,36,43,12,0,0
5972,40653,17OZ,17OZ00,De Zwaluw,Protestants-Christelijk,Antoinette Kleynstraat,8,2331DV,LEIDEN,546,LEIDEN,Zuid-Holland,GGD Hollands-Midden,www.dezwaluw.pcsl.nl,90757,463275,pc6hnrgeentoev,,183,0,18,15,30,19,17,37,15,25,7,0,0
5973,40653,17QS,17QS00,De Sleutelbloem,Protestants-Christelijk,Boshuizerkade,119,2321TZ,LEIDEN,546,LEIDEN,Zuid-Holland,GGD Hollands-Midden,www.sleutelbloem.pcsl.nl,92685,462854,pc6hnrgeentoev,,255,0,24,23,26,23,36,43,32,35,13,0,0
5974,40740,25GH,25GH00,Algemene Hindoeschool,Hindoe•stisch,Mackaystraat,6,2571AR,'S-GRAVENHAGE,518,S GRAVENHAGE,Zuid-Holland,GGD Den Haag,www.vahon.nl,79842,454487,pc6hnrgeentoev,,493,0,51,49,54,48,60,69,71,67,21,3,0
5975,40745,06IX,06IX00,Basisschool de Vink,"Samenwerking Opb., RK",van Hogendorpweg,1,2253VW,VOORSCHOTEN,626,VOORSCHOTEN,Zuid-Holland,GGD Hollands-Midden,www.basisschooldevink.nl,91530,461995,pc6hnrgeentoev,,241,0,22,35,29,32,33,32,29,24,5,0,0
5976,40753,23UN,23UN00,School op Algemeen Bijzondere Grondslag,Algemeen bijzonder,Salamanderveen,352,3205TG,SPIJKENISSE,612,SPIJKENISSE,Zuid-Holland,GGD Rotterdam-Rijnmond,www.montessorischool-spijkenisse.nl,82766,427859,pc6hnrgeentoev,,245,0,30,35,34,31,23,42,25,22,3,0,0
5977,40765,03NX,03NX00,Rooms Katholieke Basisschool Gerardus Majella,Rooms-Katholiek,Meentweide,2,2811JG,REEUWIJK,1901,BODEGRAVEN-REEUWIJK,Zuid-Holland,GGD Hollands-Midden,www.gmsreeuwijk.nl,109723,451644,pc6hnrgeentoev,,120,0,10,12,9,13,19,16,18,22,1,0,0
5978,40765,03NZ,03NZ00,Rooms Katholieke Basisschool De Krullevaar,Rooms-Katholiek,Albert Plesmanstraat,17,2871HJ,SCHOONHOVEN,608,SCHOONHOVEN,Zuid-Holland,GGD Hollands-Midden,www.dekrullevaar.eu,117684,440536,pc6hnrgeentoev,,141,0,12,9,21,10,18,20,23,24,4,0,0
5979,40765,04XH,04XH00,Zevensprong,Rooms-Katholiek,Klaverblad,49,2771KR,BOSKOOP,499,BOSKOOP,Zuid-Holland,GGD Hollands-Midden,www.zevensprongboskoop.nl,103934,453912,pc6hnrgeentoev,,184,0,12,30,20,25,21,24,26,21,5,0,0
5980,40765,05BG,05BG00,Basisschool St Catharina,Rooms-Katholiek,Grote Haven,2-D,2851BM,HAASTRECHT,623,VLIST,Zuid-Holland,GGD Hollands-Midden,www.catharina-school.nl,113154,445876,pc6hnr,,147,0,13,14,16,18,23,16,21,19,7,0,0
5981,40765,05BL,05BL00,Basisschool Sint Michael,Rooms-Katholiek,Vincent van Goghstraat,18,2391VB,HAZERSWOUDE-DORP,1672,RIJNWOUDE,Zuid-Holland,GGD Hollands-Midden,www.stmichaelschool.nl,99996,456756,pc6hnrgeentoev,,207,0,26,23,18,26,23,32,25,31,3,0,0
5982,40765,06FY,06FY00,RK Basisschool De Bijenkorf,Rooms-Katholiek,Aalberseplein,6,2805EG,GOUDA,513,GOUDA,Zuid-Holland,GGD Hollands-Midden,www.bijenkorf.info,108940,448342,pc6hnrgeentoev,,380,0,41,43,38,49,54,46,46,52,11,0,0
5983,40765,06JG,06JG00,RK Dorpsschool De Bron,Rooms-Katholiek,Drielingschouw,1,2811LP,REEUWIJK,1901,BODEGRAVEN-REEUWIJK,Zuid-Holland,GGD Hollands-Midden,www.dsdebron-gw.nl,107345,451995,pc6hnrgeentoev,,160,0,25,18,17,22,25,19,16,16,2,0,0
5984,40765,07PI,07PI00,Rooms Katholieke Basisschool De Akker,Rooms-Katholiek,Populierenhof,2,2771DG,BOSKOOP,499,BOSKOOP,Zuid-Holland,GGD Hollands-Midden,www.deakkerboskoop.nl,105523,454402,pc6hnrgeentoev,,249,0,23,34,30,24,35,41,30,30,2,0,0
5985,40765,07ST,07ST00,Basisschool De Regenboog,Rooms-Katholiek,Jacob Catslaan,3,2741XL,WADDINXVEEN,627,WADDINXVEEN,Zuid-Holland,GGD Hollands-Midden,www.regenboogwaddinxveen.nl,104770,451955,pc6hnrgeentoev,,370,0,45,43,42,47,46,55,42,41,9,0,0
5986,40765,08KA,08KA00,Rooms Katholieke Basisschool De Goudakker,Rooms-Katholiek,Reigerstraat,37,2802EM,GOUDA,513,GOUDA,Zuid-Holland,GGD Hollands-Midden,www.degoudakker.nl,107558,446831,pc6hnrgeentoev,,187,0,26,20,26,21,17,18,26,27,6,0,0
5987,40765,08ZK,08ZK00,Rooms Katholieke Basisschool Speel en Werkhoeve,Rooms-Katholiek,Leeuwerik,1,2411KR,BODEGRAVEN,1901,BODEGRAVEN-REEUWIJK,Zuid-Holland,GGD Hollands-Midden,www.speelenwerkhoeve-gw.nl,111321,454524,pc6hnrgeentoev,,183,0,26,20,21,23,19,30,16,27,1,0,0
5988,40765,09WM,09WM00,Kard Alfrink,Rooms-Katholiek,Zuidplashof,1,2743CR,WADDINXVEEN,627,WADDINXVEEN,Zuid-Holland,GGD Hollands-Midden,www.kardinaalalfrinkschool.nl,103562,450079,pc6hnrgeentoev,,235,0,18,32,32,21,39,26,29,30,8,0,0
5989,40765,09WS,09WS00,Rooms Katholieke Basisschool Pax Christi,Rooms-Katholiek,Eendrachtsweg,30,2411VL,BODEGRAVEN,1901,BODEGRAVEN-REEUWIJK,Zuid-Holland,GGD Hollands-Midden,www.paxchristi-bodegraven.nl,111498,455543,pc6hnrgeentoev,,223,0,30,24,25,19,19,31,30,36,9,0,0
5990,40765,10PG,10PG00,Rooms Katholieke Basisschool  Willibrord-Miland,Rooms-Katholiek,Vrije Nesse,1,2411GN,BODEGRAVEN,1901,BODEGRAVEN-REEUWIJK,Zuid-Holland,GGD Hollands-Midden,www.willibrord-miland.nl,110806,454811,pc6hnrgeentoev,,290,0,30,24,30,35,47,37,46,36,5,0,0
5991,40765,10PG,10PG01,Rooms Katholieke Basisschool Miland,Rooms-Katholiek,Hazekade,10,2411PP,BODEGRAVEN,1901,BODEGRAVEN-REEUWIJK,Zuid-Holland,GGD Hollands-Midden,www.willibrord-miland.nl,114436,459368,pc6hnrgeentoev,,49,0,10,6,4,5,4,3,5,12,0,0,0
5992,40765,11KG,11KG00,RK Basisschool De Triangel,Rooms-Katholiek,Coniferensingel,20,2803JH,GOUDA,513,GOUDA,Zuid-Holland,GGD Hollands-Midden,www.triangelgouda.nl,107289,449150,pc6hnrgeentoev,,253,0,43,28,34,20,33,28,33,30,4,0,0
5993,40765,11VU,11VU00,RK Basisschool De Cirkel,Rooms-Katholiek,Rijnlust,42,2804LC,GOUDA,513,GOUDA,Zuid-Holland,GGD Hollands-Midden,www.cirkelgouda.nl,108587,449797,pc6hnrgeentoev,,383,0,52,44,50,41,45,53,44,46,8,0,0
5994,40765,14ZW,14ZW00,Rooms Katholieke Basisschool Sint Jozef,Rooms-Katholiek,Leliestraat,88,2841BB,MOORDRECHT,1892,ZUIDPLAS,Zuid-Holland,GGD Hollands-Midden,www.stjozefmd-gw.nl,105938,444651,pc6hnrgeentoev,,218,0,28,33,27,31,21,24,26,24,4,0,0
5995,40765,22KF,22KF00,RK Basisschool 't Carillon,Rooms-Katholiek,Geerpolderweg,32 -34,2807LS,GOUDA,513,GOUDA,Zuid-Holland,GGD Hollands-Midden,www.t-carillon.nl,111299,446826,pc6hnr,,472,0,59,47,49,64,50,66,65,60,12,0,0
5996,40765,28AK,28AK00,rk basisschool St. Aloysius,Rooms-Katholiek,Spieringstraat,18,2801ZM,GOUDA,513,GOUDA,Zuid-Holland,GGD Hollands-Midden,www.aloysiusgouda.nl,108727,446982,pc6,,415,0,52,58,45,58,53,43,51,54,1,0,0
5997,40774,01XU,01XU00,Hildegaertschool,Protestants-Christelijk,Debussylaan,11,3055TE,ROTTERDAM,599,ROTTERDAM,Zuid-Holland,GGD Rotterdam-Rijnmond,www.hildegaert.nl,94433,441691,pc6hnrgeentoev,,403,0,51,50,48,55,46,50,50,49,4,0,0
5998,40774,04TT,04TT00,Heybergschool Molenwiek,Protestants-Christelijk,Heijbergstraat,2 -4,3055PP,ROTTERDAM,599,ROTTERDAM,Zuid-Holland,GGD Rotterdam-Rijnmond,www.heijbergschool.nl,94788,441083,pc6,,351,0,58,34,54,38,40,39,40,42,5,1,0
5999,40774,10MZ,10MZ00,Emmaschool,Protestants-Christelijk,Hilleniussingel,23,3054EX,ROTTERDAM,599,ROTTERDAM,Zuid-Holland,GGD Rotterdam-Rijnmond,www.emmaschool-rotterdam.nl,93526,441308,pc6hnrgeentoev,,432,0,80,51,62,49,53,47,37,44,9,0,0
6000,40774,11CJ,11CJ00,Goede Herderschool,Protestants-Christelijk,Kastanjeplein,6,3053CD,ROTTERDAM,599,ROTTERDAM,Zuid-Holland,GGD Rotterdam-Rijnmond,www.goede-herderschool.nl,91737,441399,pc6hnrgeentoev,,273,0,30,40,33,41,32,30,28,36,3,0,0
6001,40777,04VD,04VD00,Prins Willem Alexander,Protestants-Christelijk,Prof. van der Waalslaan,2,3362SP,SLIEDRECHT,610,SLIEDRECHT,Zuid-Holland,GGD Zuid-Holland-Zuid,www.pwa95.nl,113335,425865,pc6hnrgeentoev,,533,0,69,73,54,64,65,67,73,59,9,0,0
6002,40777,07OB,07OB00,Christelijke Basisschool Anne De Vriesschool,Protestants-Christelijk,Prickwaert,200,3363BJ,SLIEDRECHT,610,SLIEDRECHT,Zuid-Holland,GGD Zuid-Holland-Zuid,www.annedevriesschool.nl,111451,426653,pc6hnrgeentoev,,260,0,27,36,27,28,30,41,44,24,3,0,0
6003,40777,08XB,08XB00,cbs Oranje-Nassau,Protestants-Christelijk,Merwestraat,16,3361HL,SLIEDRECHT,610,SLIEDRECHT,Zuid-Holland,GGD Zuid-Holland-Zuid,www.cbsoranje-nassau.nl,112448,425737,pc6hnrgeentoev,,229,0,36,25,36,25,29,29,21,24,4,0,0
6004,40928,03PQ,03PQ00,Rooms Katholieke Petrusschool voor Basisonderwijs,Rooms-Katholiek,Johan Brouwerstraat,2,2286RL,RIJSWIJK ZH,603,RIJSWIJK,Zuid-Holland,GGD Zuid-Holland-West,www.petrusschool.nu,81088,449591,pc6hnrgeentoev,,266,0,31,44,35,29,35,28,29,30,5,0,0
6005,40928,04KU,04KU00,Sint Jozef Basisschool,Rooms-Katholiek,Sportparkweg,6 -8,2631GA,NOOTDORP,1926,PIJNACKER-NOOTDORP,Zuid-Holland,GGD Zuid-Holland-West,www.sint-jozefschool.nl,86923,451621,pc6hnr,,668,0,92,88,88,88,92,72,70,61,17,0,0
6006,40928,06OP,06OP00,Basisschool Pius 10,Rooms-Katholiek,de Goudwinde,1,2661KZ,BERGSCHENHOEK,1621,LANSINGERLAND,Zuid-Holland,GGD Rotterdam-Rijnmond,www.pius-x.nl,93613,445075,pc6hnrgeentoev,,322,0,47,27,40,39,41,44,35,45,4,0,0
6007,40928,10GK,10GK00,Basisschool De Piramide,Rooms-Katholiek,Mgr P.J. Willekenslaan,143,2283CP,RIJSWIJK ZH,603,RIJSWIJK,Zuid-Holland,GGD Zuid-Holland-West,www.bsdepiramide.nl,81685,450821,pc6hnrgeentoev,,298,0,42,44,38,45,31,31,25,36,6,0,0
6008,40928,10XK,10XK00,Mariaschool voor Katholiek Basisonderwijs,Rooms-Katholiek,Van Vredenburchweg,75,2282SE,RIJSWIJK ZH,603,RIJSWIJK,Zuid-Holland,GGD Zuid-Holland-West,www.mariaschoolrijswijk.nl,82413,452050,pc6hnrgeentoev,,268,0,53,40,31,22,27,38,32,23,2,0,0
6009,40928,11LE,11LE00,Godfried Bomansschool,Rooms-Katholiek,Wijnandt van Elststraat,1,2282HH,RIJSWIJK ZH,603,RIJSWIJK,Zuid-Holland,GGD Zuid-Holland-West,www.godfriedbomansschool.nl,82714,451582,pc6hnrgeentoev,,214,0,40,29,26,25,21,19,26,25,3,0,0
6010,40928,12SL,12SL00,Gabrielschool,Rooms-Katholiek,Michiel Ten Hovestraat,9,2613VX,DELFT,503,DELFT,Zuid-Holland,GGD Zuid-Holland-West,www.gabrielschool.nl,83444,447085,pc6hnrgeentoev,,274,0,40,33,38,31,33,24,42,30,3,0,0
6011,40928,12SL,12SL01,Gabrielschool,Rooms-Katholiek,Kristalweg,107,2614SH,DELFT,503,DELFT,Zuid-Holland,GGD Zuid-Holland-West,                                                                                ,82215,447276,pc6hnrgeentoev,,157,0,15,18,13,14,21,23,14,31,8,0,0
6012,40928,13FA,13FA00,Rooms Katholieke Basisschool de Oostpoort,Rooms-Katholiek,Oosteinde,6,2611SN,DELFT,503,DELFT,Zuid-Holland,GGD Zuid-Holland-West,www.deoostpoort.nl,85013,447472,pc6hnrgeentoev,,289,0,24,37,33,23,50,38,47,36,1,0,0
6013,40928,13KK,13KK00,Cornelis Musiusschool,Rooms-Katholiek,Prins Mauritsstraat,37,2628SR,DELFT,503,DELFT,Zuid-Holland,GGD Zuid-Holland-West,www.cornelismusius.nl,85431,447068,pc6hnrgeentoev,,119,0,8,21,17,19,10,17,10,13,4,0,0
6014,40928,13PI,13PI00,Bernadette Mariaschool,Rooms-Katholiek,Aan 't Verlaat,30,2612XZ,DELFT,503,DELFT,Zuid-Holland,GGD Zuid-Holland-West,www.bernadettemariaschool.nl,84548,448379,pc6hnrgeentoev,,239,0,35,26,35,30,25,29,29,22,8,0,0
6015,40928,13WS,13WS00,Monseigneur Bekkersschool,Rooms-Katholiek,Isaac da Costalaan,313,2624ZA,DELFT,503,DELFT,Zuid-Holland,GGD Zuid-Holland-West,www.mgrbekkersschool.nl,84419,445848,pc6hnrgeentoev,,155,0,15,20,14,18,18,20,21,24,5,0,0
6016,40928,14DJ,14DJ00,Titus Brandsmaschool,Rooms-Katholiek,van Rijslaan,6,2625KX,DELFT,503,DELFT,Zuid-Holland,GGD Zuid-Holland-West,www.titusbrandsmadelft.nl,82763,445100,pc6hnrgeentoev,,252,0,32,22,30,34,35,34,29,33,3,0,0
6017,40928,14GD,14GD00,Regenboog-School,Rooms-Katholiek,Kraanvogelstraat,2,2623MZ,DELFT,503,DELFT,Zuid-Holland,GGD Zuid-Holland-West,www.rkbsderegenboog.nl,84516,444477,pc6hnrgeentoev,,191,0,22,27,15,27,29,18,24,25,4,0,0
6018,40928,14IX,14IX00,De Bonte Pael,Rooms-Katholiek,Bikolaan,113,2622EE,DELFT,503,DELFT,Zuid-Holland,GGD Zuid-Holland-West,www.bontepael.nl,83322,444180,pc6hnrgeentoev,,164,0,25,17,16,15,22,21,20,18,10,0,0
6019,40928,14LL,14LL00,De Wilgenhoek,Rooms-Katholiek,Pastoor Velthuijsestraat,4,2651GR,BERKEL EN RODENRIJS,1621,LANSINGERLAND,Zuid-Holland,GGD Rotterdam-Rijnmond,www.wilgenhoek.nl,93028,446108,pc6hnrgeentoev,,188,0,18,28,24,21,20,19,32,20,6,0,0
6020,40928,15JV,15JV00,De Kwakel,Rooms-Katholiek,Chrysantenhof,20,2651XK,BERKEL EN RODENRIJS,1621,LANSINGERLAND,Zuid-Holland,GGD Rotterdam-Rijnmond,www.dekwakelschool.nl,91479,444203,pc6hnrgeentoev,,271,0,46,33,38,36,36,28,25,22,7,0,0
6021,40928,15MH,15MH00,De Poolster,Rooms-Katholiek,Esdoornlaan,13,2651RC,BERKEL EN RODENRIJS,1621,LANSINGERLAND,Zuid-Holland,GGD Rotterdam-Rijnmond,www.depoolster.nl,93456,446369,pc6hnrgeentoev,,343,0,42,39,48,47,46,31,42,41,7,0,0
6022,40928,17KG,17KG00,Maria Basisschool,Rooms-Katholiek,Oranje Nassauplein,27,2635HX,DEN HOORN ZH,1842,MIDDEN-DELFLAND,Zuid-Holland,GGD Zuid-Holland-West,www.mariaschool.nl,82768,446537,pc6hnrgeentoev,,658,0,68,68,77,92,84,81,82,95,10,1,0
6023,40928,25KP,25KP00,RK Basisschool Willibrord,Rooms-Katholiek,Stampioendreef,9,2661SR,BERGSCHENHOEK,1621,LANSINGERLAND,Zuid-Holland,GGD Rotterdam-Rijnmond,www.rkbswillibrord.nl,94448,445415,pc6hnrgeentoev,,549,0,56,63,77,53,64,77,69,73,17,0,0
6024,40928,26AV,26AV00,RK Basisschool Christoffel,Rooms-Katholiek,Madurolaan,25,2496RH,'S-GRAVENHAGE,518,S GRAVENHAGE,Zuid-Holland,GGD Den Haag,www.christoffel.nl,85039,451007,pc6hnrgeentoev,,480,0,47,65,59,66,56,59,64,52,12,0,0
6025,40928,27LY,27LY00,Rooms Katholieke Basisschool Het Baken,Rooms-Katholiek,Oudelandselaan,139,2652CJ,BERKEL EN RODENRIJS,1621,LANSINGERLAND,Zuid-Holland,GGD Rotterdam-Rijnmond,www.bshetbaken.nl,92219,445656,pc6hnrgeentoev,,562,0,85,76,71,48,74,66,69,57,16,0,0
6026,40928,28CE,28CE00,R.K. Basisschool De Gouden Griffel,Rooms-Katholiek,Annie M.G. Schmidtlaan,2,2652HJ,BERKEL EN RODENRIJS,1621,LANSINGERLAND,Zuid-Holland,GGD Rotterdam-Rijnmond,www.degoudengriffel.nl,91198,444953,pc6hnrgeentoev,,455,0,84,75,68,69,64,44,29,20,2,0,0
6027,40967,04IQ,04IQ00,RK Basisschool Antonius,Rooms-Katholiek,Pieter v Slingerlandstr,42,2215SZ,VOORHOUT,1525,TEYLINGEN,Zuid-Holland,GGD Hollands-Midden,www.antoniusvoorhout.nl,93757,471464,pc6hnrgeentoev,,218,0,18,16,24,28,29,34,28,38,3,0,0
6028,40967,05CD,05CD00,Rooms Katholieke Basisschool De Horizon,Rooms-Katholiek,Mgr Bekkersstraat,1-B,2223AP,KATWIJK ZH,537,KATWIJK,Zuid-Holland,GGD Hollands-Midden,www.rkhorizon.nl,88976,468026,pc6hnrtoev,,280,0,36,27,28,37,30,35,43,40,4,0,0
6029,40967,05CM,05CM00,Basisschool Beekbrug,Rooms-Katholiek,Heereweg,455,2161DC,LISSE,553,LISSE,Zuid-Holland,GGD Hollands-Midden,www.beekbrug.nl,96847,472258,pc6hnrgeentoev,,106,0,9,14,10,19,17,11,12,11,3,0,0
6030,40967,05DA,05DA00,De Schapendel,Rooms-Katholiek,Stakman Bossestraat,73,2203GH,NOORDWIJK ZH,575,NOORDWIJK,Zuid-Holland,GGD Hollands-Midden,www.schapendel.nl,91212,473150,pc6,,186,0,16,24,17,20,19,31,39,17,3,0,0
6031,40967,05ID,05ID00,Rooms Katholieke Montesssorischool Noordwijk,Rooms-Katholiek,Jan de Ridderstraat,6,2201DN,NOORDWIJK ZH,575,NOORDWIJK,Zuid-Holland,GGD Hollands-Midden,www.montessorinoordwijk.nl,91573,471902,pc6hnrgeentoev,,139,0,9,19,12,17,22,27,15,13,5,0,0
6032,40967,05JX,05JX00,Rooms Katholieke Basisschool De Waaier,Rooms-Katholiek,Leerpad,9,2361GM,WARMOND,1525,TEYLINGEN,Zuid-Holland,GGD Hollands-Midden,www.warmondwaaier.nl,94459,468090,pc6hnrgeentoev,,162,0,17,17,20,9,24,28,17,29,1,0,0
